age,gender,height,weight,bf
49.0,1,172.5,66.8,15.5
26.0,1,179.0,81.72,24.4
60.0,1,168.9,68.0,17.3
30.0,1,174.5,78.9,25.0
24.0,1,173.8,70.0,13.2
46.0,1,170.0,71.0,21.0
47.0,1,173.9,77.0,21.2
55.0,1,167.0,80.4,28.5
61.0,1,167.0,56.3,18.3
31.0,1,183.2,80.4,11.6
42.0,1,175.7,74.3,19.8
61.0,1,171.5,64.3,19.8
24.0,0,159.2,55.9,28.2
21.0,1,171.0,67.0,21.0
63.0,1,172.2,63.0,19.0
58.0,0,151.9,54.8,36.7
42.0,0,152.3,52.8,25.9
26.0,1,172.5,63.2,17.5
51.0,0,163.9,52.82,15.7
24.0,1,173.3,68.0,14.5
31.0,1,181.6,87.5,16.2
47.0,1,172.5,71.5,19.5
25.0,0,166.6,76.7,32.7
25.0,1,175.0,72.4,17.8
43.0,0,159.8,54.8,24.0
51.0,1,163.3,69.0,22.8
36.0,1,164.4,70.2,26.3
32.0,1,173.8,72.3,28.6
25.0,1,166.3,53.9,12.8
22.0,0,157.5,57.4,31.4
61.0,1,173.5,68.8,18.1
36.0,1,182.0,73.1,21.5
21.0,1,167.1,63.7,12.7
34.0,1,179.6,81.4,18.1
29.0,1,173.6,102.8,35.5
27.0,1,158.0,49.7,25.9
27.0,0,155.0,57.3,27.9
21.0,1,172.5,72.4,20.4
54.0,0,160.5,63.8,35.7
60.0,1,168.9,55.6,14.2
40.0,0,161.4,45.8,21.7
21.0,1,177.5,71.4,16.3
29.0,1,178.6,78.7,16.1
24.0,1,178.7,76.1,15.9
57.0,0,151.9,60.6,37.6
34.0,1,167.3,76.0,27.6
23.0,1,176.1,76.1,23.4
47.0,1,169.7,75.7,23.1
51.0,1,167.4,59.5,15.6
29.0,1,167.0,64.0,17.3
25.0,1,179.8,83.5,27.9
26.0,1,170.8,61.72,21.6
23.0,0,170.2,68.0,32.8
29.0,1,173.0,72.1,22.8
39.0,0,160.6,49.9,26.8
22.0,0,163.0,57.44,21.1
21.0,1,170.1,66.7,17.4
61.0,1,171.5,73.8,29.2
26.0,0,168.5,62.8,26.38361
25.0,1,166.8,64.6,17.0
44.0,1,169.5,75.6,24.6
30.0,0,158.3,51.5,24.8
43.0,1,168.1,70.5,27.0
29.0,0,166.3,53.8,22.9
37.0,0,160.0,61.2,35.3
62.0,0,152.0,55.6,43.0
62.0,0,151.6,47.0,21.3
40.0,0,159.1,51.9,25.2
23.0,0,165.6,64.8,25.0
41.0,1,174.3,79.0,25.9
23.0,1,178.0,74.4,21.9
64.0,0,158.7,51.6,34.0
33.0,1,179.4,65.9,17.0
23.0,1,178.4,75.4,13.0
21.0,1,171.4,68.7,18.1
59.0,0,163.1,61.4,35.3
22.0,1,184.4,82.5,16.6
31.0,1,181.2,86.8,20.7
50.0,1,163.4,60.8,13.9
21.0,0,159.6,53.3,22.9
64.0,1,167.5,78.1,31.2
49.0,0,155.8,54.2,29.6
42.0,1,172.6,75.4,14.4
22.0,1,172.0,70.0,15.0
27.0,1,178.2,82.1,16.2
41.0,1,167.8,69.6,17.5
58.0,1,172.9,82.5,26.2
24.0,1,168.2,72.0,18.6
54.0,1,178.3,77.6,22.1
50.0,0,152.5,39.3,22.2
35.0,1,168.6,59.0,16.3
59.0,1,169.3,70.8,26.1
37.0,1,178.3,72.4,17.5
36.0,0,155.9,50.2,24.9
36.0,1,174.8,77.9,24.0
27.0,1,175.3,77.0,9.9
47.0,1,171.0,72.64,20.6
41.0,1,175.9,89.9,22.7
24.0,1,176.3,69.2,14.1
26.0,0,156.5,50.8,30.0
28.0,1,169.4,77.3,18.2
57.0,0,148.0,52.1,35.0
62.0,1,171.2,62.5,22.8
24.0,0,164.1,59.3,24.4
34.0,0,161.0,49.1,25.4
28.0,0,158.0,45.1,26.3
56.0,1,172.8,67.5,20.8
62.0,1,168.7,62.6,21.2
37.0,1,168.0,72.7,21.4
22.0,0,156.5,44.5,25.3
25.0,1,168.0,61.4,15.4
21.0,1,178.2,69.2,10.3
43.0,1,179.7,65.3,11.4
56.0,0,156.6,52.4,23.8
60.0,1,165.9,61.9,10.3
43.0,0,165.0,51.9,24.0
23.0,1,173.9,65.9,10.1
61.0,0,154.7,54.1,30.6
35.0,1,172.0,87.1,26.0
29.0,1,174.3,74.4,15.7
60.0,0,156.1,62.62,36.7
26.0,1,163.1,64.8,30.4
48.0,1,174.2,87.0,23.5
49.0,1,173.0,84.7,23.6
57.0,1,171.6,82.0,20.7
21.0,1,177.0,94.1,23.9
33.0,1,181.1,80.3,11.6
23.0,1,170.3,79.8,21.5
38.0,0,166.4,52.4,27.6
56.0,0,150.2,60.1,38.7
31.0,0,167.8,52.8,24.4
28.0,1,171.7,80.2,18.7
21.0,1,174.4,64.6,17.7
63.0,0,153.4,47.3,26.0
37.0,1,165.0,58.4,17.4
26.0,0,150.6,56.2,32.0
30.0,1,184.0,84.6,15.8
52.0,0,157.9,73.2,39.8
40.0,0,161.2,56.88,27.8
43.0,1,168.6,69.7,27.5
27.0,0,166.0,60.4,29.1
35.0,1,169.8,71.6,22.2
45.0,1,173.7,72.4,15.1
21.0,1,173.9,74.08,23.5
24.0,1,180.9,77.6,13.5
57.0,0,148.4,62.5,48.1
57.0,0,149.1,56.0,30.6
29.0,1,176.9,74.3,18.2
27.0,0,160.8,53.1,26.7
37.0,1,166.1,70.8,16.7
31.0,1,160.4,63.1,16.7
21.0,1,169.5,58.2,15.4
60.0,1,159.2,69.2,20.5
22.0,0,157.1,52.1,31.3
62.0,0,154.0,55.1,34.1
30.0,1,174.1,70.7,18.0
21.0,0,161.0,45.2,17.4
41.0,1,168.1,60.1,18.0
63.0,1,168.6,56.6,21.3
32.0,1,169.7,70.2,23.4
31.0,1,172.4,84.7,27.9
26.0,0,160.0,63.56,32.0
25.0,1,174.1,71.7,7.5
37.0,1,171.1,69.6,22.2
24.0,0,165.4,53.1,18.4
25.0,1,168.5,74.1,23.0
29.0,1,173.1,68.6,14.3
24.0,1,165.3,59.8,13.8
24.0,1,178.0,63.4,10.9
30.0,0,161.6,48.3,23.9
49.0,1,160.4,47.7,14.8
32.0,1,177.8,72.5,18.7
21.0,0,167.4,72.18,40.0
24.0,0,159.8,48.8,18.2
28.0,1,187.0,98.54,24.2
26.0,1,174.9,86.9,29.1
22.0,1,166.9,67.8,22.8
37.0,0,157.3,61.1,33.4
31.0,0,171.0,61.68,21.0
22.0,1,172.4,72.6,17.9
21.0,0,166.4,64.1,31.1
24.0,0,166.9,54.3,20.7
24.0,0,168.8,59.8,19.3
22.0,0,162.4,46.9,16.8
63.0,0,155.6,52.7,24.2
31.0,1,171.0,72.2,22.4
21.0,0,163.8,85.1,47.9
39.0,1,170.4,92.3,27.4
23.0,1,172.9,76.7,16.5
59.0,1,160.7,56.8,18.2
28.0,0,166.0,59.1,23.4
63.0,1,165.1,66.3,22.6
59.0,1,166.0,67.6,23.0
37.0,1,172.7,69.9,19.8
25.0,1,173.0,69.6,15.2
41.0,1,183.8,76.8,16.9
59.0,0,164.9,62.6,26.1
21.0,0,150.2,53.4,32.1
28.0,1,174.5,68.5,7.2
27.0,1,173.4,66.4,15.8
56.0,0,167.0,69.2,30.9
56.0,0,151.5,54.2,26.7
22.0,1,176.4,73.3,17.8
28.0,1,171.0,74.8,19.1
63.0,0,153.0,50.3,25.9
25.0,1,170.7,58.0,15.3
26.0,1,174.2,84.9,31.5
50.0,1,163.9,57.8,15.0
48.0,1,175.3,85.4,21.1
29.0,1,177.0,88.3,25.7
39.0,1,170.6,75.7,23.0
35.0,1,171.7,65.6,13.5
46.0,1,174.6,65.3,21.5
41.0,1,165.5,86.0,24.3
42.0,1,181.4,90.3,16.1
58.0,1,178.0,72.8,24.3
22.0,1,178.4,92.0,31.9
27.0,0,164.0,59.2,34.3
25.0,0,166.6,51.98,20.2
55.0,1,164.0,68.2,22.7
27.0,1,179.6,73.6,14.9
44.0,1,173.6,88.4,28.8
33.0,1,175.2,83.3,28.1
50.0,1,167.2,67.3,16.1
28.0,1,171.0,66.3,20.5
25.0,0,168.4,52.06,26.2
60.0,1,175.2,78.1,22.5
57.0,1,168.5,69.3,17.9
21.0,0,160.2,59.4,32.8
26.0,1,178.8,78.1,10.3
35.0,1,177.9,75.5,14.9
63.0,1,166.1,64.6,17.9
42.0,1,182.3,86.4,21.3
24.0,0,166.6,61.2,33.4
28.0,1,170.8,68.48,19.0
51.0,1,172.6,71.3,20.3
55.0,0,154.6,59.4,32.3
26.0,0,156.8,51.0,33.3
39.0,1,173.6,64.2,13.9
37.0,1,176.0,65.0,16.0
24.0,1,171.3,65.8,4.0
34.0,1,175.5,96.6,34.9
26.0,0,153.3,46.9,27.9
21.0,1,165.0,65.9,15.9
49.0,0,171.4,60.9,26.1
49.0,0,156.0,52.3,26.5
34.0,0,163.7,50.6,20.7
23.0,0,160.8,59.0,30.5
28.0,1,166.0,66.2,20.5
29.0,1,166.8,67.2,23.7
56.0,1,166.3,63.8,25.1
29.0,1,170.9,63.0,14.5
29.0,0,165.6,51.6,22.0
30.0,1,171.6,78.3,18.9
59.0,0,150.9,55.8,35.6
26.0,1,179.0,97.4,31.4
60.0,0,158.8,65.5,35.6
26.0,1,179.0,69.8,17.6
30.0,1,182.1,80.34,13.8
21.0,1,181.0,75.3,12.9
40.0,1,177.0,75.5,18.2
21.0,1,166.3,66.5,13.7
21.0,1,173.9,62.3,8.3
48.0,0,160.3,52.3,16.4
41.0,0,165.7,50.1,20.5
35.0,0,158.6,49.5,24.7
21.0,1,172.6,65.0,12.6
33.0,0,166.9,59.5,25.4
26.0,0,164.7,61.1,26.7
21.0,1,176.1,90.5,20.8
48.0,1,169.4,72.9,24.9
29.0,1,171.0,72.5,17.5
21.0,1,181.0,91.1,24.4
37.0,1,164.4,67.2,18.7
33.0,1,168.6,81.5,23.9
46.0,1,172.2,77.4,24.0
27.0,0,163.3,50.9,28.0
64.0,1,165.0,78.7,31.7
25.0,1,181.7,75.0,15.4
22.0,1,182.0,81.8,11.2
53.0,1,175.5,81.0,30.3
21.0,0,164.2,59.3,31.7
57.0,0,161.0,65.4,40.0
25.0,1,181.0,79.88,22.7
34.0,1,182.9,91.28,23.8
30.0,1,168.7,66.5,18.4
21.0,0,160.5,47.7,21.1
33.0,0,165.1,50.6,22.4
41.0,1,170.7,73.6,23.6
23.0,1,173.2,68.9,10.4
21.0,1,173.1,69.5,17.0
29.0,1,174.9,75.2,14.5
63.0,1,176.9,82.0,32.2
62.0,0,158.7,56.0,31.8
49.0,1,178.0,76.6,16.7
28.0,1,178.4,79.2,15.5
61.0,1,163.5,65.0,27.6
38.0,1,176.4,73.9,17.54
39.0,1,180.5,77.1,12.8
27.0,1,179.0,76.3,23.8
57.0,1,175.7,63.5,19.7
49.0,0,164.7,72.1,34.3
37.0,1,176.3,73.5,20.2
36.0,1,174.5,73.4,20.8
26.0,0,161.4,57.9,35.9
52.0,0,159.9,72.1,38.2
40.0,1,166.9,71.2,22.1
58.0,1,162.0,60.0,19.2
21.0,1,172.1,74.4,18.0
24.0,0,158.0,46.1,22.2
21.0,1,175.1,71.5,21.1
54.0,1,170.1,78.1,24.1
62.0,1,168.6,95.0,37.7
41.0,1,179.2,77.3,17.3
23.0,1,172.2,79.74,14.4
61.0,1,158.6,43.2,14.9
26.0,0,157.9,60.2,33.1
21.0,0,159.6,49.1,29.9
40.0,1,171.4,72.8,24.5
34.0,0,167.6,60.0,25.2
57.0,1,165.8,76.9,28.2
21.0,1,176.9,78.76,31.2
26.0,0,159.5,53.4,29.2
51.0,1,175.5,76.1,21.5
23.0,0,155.1,53.5,40.3
37.0,1,169.4,73.3,14.2
43.0,1,174.9,63.0,16.5
50.0,0,164.8,64.1,30.0
61.0,0,151.3,50.9,26.9
27.0,1,170.2,76.3,23.4
51.0,1,168.0,74.9,20.9
25.0,1,181.7,74.8,13.0
29.0,1,175.2,85.4,18.9
24.0,0,163.0,61.34,40.5
22.0,1,169.2,56.3,14.3
63.0,0,161.6,77.0,31.9
34.0,1,171.6,65.6,21.3
56.0,0,157.0,59.6,26.7
46.0,1,179.9,79.1,17.2
57.0,0,151.3,60.0,39.9
23.0,1,159.3,60.0,17.0
46.0,0,161.6,54.8,21.6
58.0,1,168.6,64.0,19.2
46.0,0,157.7,52.5,31.5
62.0,0,155.1,55.6,15.8
23.0,1,181.0,93.2,21.3
22.0,0,165.8,55.4,28.8
37.0,1,165.0,86.9,28.9
29.0,0,164.1,52.54,21.4
56.0,1,173.6,77.4,22.6
55.0,1,162.3,65.5,30.7
40.0,1,187.3,90.3,23.1
54.0,1,161.4,63.0,18.2
28.0,1,171.2,74.1,26.2
22.0,1,172.6,70.2,17.1
23.0,1,175.0,78.7,19.6
48.0,0,161.3,77.4,41.8
28.0,0,159.6,61.7,25.5
22.0,0,167.1,53.7,28.8
43.0,1,162.6,70.4,27.4
48.0,0,156.7,60.6,35.5
37.0,0,157.8,75.7,38.4
25.0,1,168.8,70.6,22.1
30.0,1,168.2,76.6,16.1
23.0,1,185.1,75.4,13.6
26.0,0,166.9,64.8,26.8
21.0,0,163.8,58.2,23.1
24.0,1,164.2,61.7,12.2
29.0,1,177.3,68.7,18.0
60.0,1,167.2,72.1,27.3
22.0,1,176.9,75.3,15.4
41.0,0,157.5,50.8,19.9
28.0,1,173.7,70.74,17.4
29.0,1,189.8,87.9,13.5
25.0,0,165.1,54.1,31.7
22.0,1,185.0,89.3,24.7
21.0,0,167.8,57.4,26.3
28.0,1,171.8,64.7,11.6
51.0,0,157.6,52.0,30.1
51.0,0,154.0,49.5,26.6
44.0,1,163.7,58.4,10.3
41.0,1,168.0,65.5,18.7
29.0,0,163.2,54.1,26.7
57.0,0,158.4,65.4,40.5
48.0,0,159.9,58.8,25.7
29.0,1,179.3,82.6,13.8
30.0,0,155.7,52.0,30.5
64.0,1,170.0,84.1,24.2
26.0,0,164.6,56.0,28.4
30.0,1,170.0,69.4,19.9
58.0,0,162.5,50.0,32.6
54.0,0,160.6,53.82,22.5
50.0,0,163.6,63.0,30.4
38.0,0,159.0,53.3,25.9
40.0,1,175.1,65.9,16.3
59.0,1,169.4,65.4,25.6
43.0,1,175.9,90.0,26.9
31.0,1,175.3,72.9,21.3
40.0,1,171.4,73.9,16.4
29.0,0,167.8,61.1,29.8
42.0,0,160.0,64.6,28.6
25.0,1,180.8,73.8,12.9
24.0,1,185.9,73.0,15.3
23.0,1,187.3,76.8,14.05
30.0,1,174.0,77.0,13.9
26.0,1,169.2,70.8,13.9
32.0,1,174.2,74.3,23.8
21.0,1,176.5,78.8,24.7
35.0,1,166.2,67.1,15.8
30.0,1,174.1,70.8,20.9
38.0,0,156.8,49.8,24.6
23.0,1,169.9,80.3,24.1
36.0,1,170.0,73.5,19.5
41.0,1,178.3,75.4,11.3
21.0,1,179.2,79.8,24.8
35.0,1,158.0,61.9,22.2
33.0,1,176.1,74.3,14.0
48.0,1,163.9,66.2,31.2
40.0,0,175.6,60.4,17.8
64.0,1,173.5,68.4,18.7
41.0,1,171.0,74.0,19.4
40.0,1,175.5,82.5,19.7
54.0,1,164.8,69.1,22.8
23.0,0,163.0,49.6,24.6
64.0,1,167.4,68.1,19.4
50.0,0,164.4,58.8,22.0
23.0,1,176.2,85.9,24.3
29.0,0,159.5,47.0,27.2
25.0,1,176.9,78.3,15.6
60.0,1,165.7,70.4,21.9
39.0,1,170.7,71.0,19.8
30.0,1,182.8,81.2,22.9
52.0,1,170.6,69.5,15.0
34.0,1,183.7,79.8,17.6
52.0,1,172.6,76.4,20.3
58.0,0,154.6,53.5,33.6
26.0,0,166.0,73.6,37.0
27.0,1,183.0,62.0,12.2
21.0,0,154.9,75.16,44.1
27.0,1,174.9,71.4,18.7
26.0,1,176.5,70.6,20.7
58.0,1,177.5,73.6,19.9
22.0,1,166.0,61.9,11.3
38.0,1,175.5,78.4,20.9
21.0,1,176.7,80.9,22.9
36.0,1,173.7,65.9,9.4
34.0,1,166.8,63.0,15.7
25.0,1,176.8,70.3,9.9
45.0,0,164.4,56.3,23.8
22.0,1,171.0,70.6,14.4
51.0,1,170.0,71.8,19.2
48.0,1,181.2,80.2,13.9
26.0,1,173.8,81.5,33.0
31.0,1,166.4,64.7,13.1
23.0,0,173.2,66.7,22.2
62.0,0,148.7,52.6,36.7
48.0,1,169.6,69.6,15.9
60.0,0,158.9,56.3,24.2
39.0,1,177.1,79.6,16.11972
31.0,1,176.0,78.4,20.5
26.0,1,177.8,74.4,17.4
26.0,1,176.8,85.9,28.5
22.0,0,164.7,49.8,23.7
59.0,1,173.5,74.8,17.6
35.0,1,162.6,52.9,18.1
23.0,1,170.0,75.7,20.1
49.0,1,177.2,83.0,19.7
27.0,0,168.7,53.7,20.2
56.0,0,153.6,47.7,26.9
44.0,0,149.9,60.4,34.2
62.0,1,166.2,65.5,21.45024
53.0,0,159.2,57.2,26.3
29.0,0,167.0,65.8,32.3
26.0,0,155.0,51.9,31.0
38.0,1,184.3,94.1,19.3
25.0,0,156.0,46.8,20.2
22.0,0,162.0,58.0,29.3
58.0,0,164.1,72.3,30.4
61.0,1,171.6,78.7,23.8
34.0,1,174.8,70.4,14.4
48.0,0,152.2,58.5,35.1
25.0,1,166.3,57.7,16.1
22.0,1,178.0,62.3,11.8
33.0,1,176.5,84.2,17.2
55.0,0,158.2,62.1,33.2
29.0,1,173.7,72.6,12.7
30.0,0,163.8,58.1,22.91287
26.0,1,172.5,61.8,11.8
26.0,1,176.4,64.4,16.1
26.0,1,179.4,85.9,19.0
21.0,1,173.0,75.0,17.8
54.0,1,171.0,77.5,26.5
29.0,0,164.7,53.9,24.1
23.0,0,161.6,53.7,22.5
34.0,1,172.0,61.0,15.0
23.0,0,160.6,55.5,20.4
26.0,1,165.6,64.1,21.7
30.0,1,160.4,48.9,23.1
39.0,1,180.0,77.7,18.7
34.0,1,178.1,74.0,12.1
47.0,0,158.2,53.9,25.1
63.0,1,161.0,68.9,25.64
23.0,1,178.2,73.6,15.0
21.0,1,177.7,70.7,22.2
40.0,1,173.0,76.4,22.8
60.0,0,151.9,59.0,37.1
59.0,0,151.4,52.2,34.2
36.0,1,178.6,86.4,29.0
55.0,1,166.0,62.7,21.5
21.0,0,166.6,64.9,30.7
29.0,1,170.2,70.14,16.5
21.0,1,179.3,74.46,12.0
28.0,1,190.6,78.8,15.2
27.0,1,176.5,69.1,12.1
21.0,1,177.6,72.4,21.9
58.0,1,167.7,65.4,14.8
60.0,1,166.6,59.2,20.3
43.0,1,171.4,87.7,31.7
25.0,1,179.4,81.36,25.3
29.0,0,163.1,60.9,35.6
24.0,0,153.7,54.9,34.2
27.0,1,174.3,77.0,27.2
41.0,1,174.7,72.6,17.8
59.0,0,156.4,54.8,28.3
23.0,1,172.6,64.3,16.9
22.0,0,149.9,47.2,32.5
32.0,1,168.8,62.6,18.5
23.0,0,168.8,56.1,20.6
49.0,1,163.8,67.1,23.6
31.0,1,168.2,70.5,15.5
54.0,1,172.6,66.5,17.2
36.0,1,173.0,71.7,18.8
54.0,1,177.2,73.0,22.0
27.0,0,169.8,58.2,24.5
22.0,1,179.2,81.4,25.2
61.0,0,159.1,71.4,38.5
37.0,0,163.0,54.9,16.1
31.0,1,172.8,77.1,13.2
25.0,0,160.1,57.5,27.1
27.0,0,148.8,41.3,27.5
60.0,1,171.7,58.2,12.8
30.0,1,167.5,65.3,16.3
25.0,0,168.0,64.5,30.9
22.0,1,171.4,70.0,23.1
24.0,1,169.5,68.3,27.4
60.0,1,167.9,72.2,28.6
29.0,1,178.6,89.7,21.0
23.0,0,162.5,54.4,27.5
55.0,1,163.1,62.1,20.6
27.0,0,166.7,47.9,24.9
57.0,0,152.4,52.2,30.9
49.0,0,158.4,47.22,23.2
25.0,1,163.2,61.8,21.2
23.0,0,159.8,43.0,19.6
58.0,0,155.4,60.14,31.3
41.0,0,160.5,50.9,20.1
33.0,1,187.7,86.2,19.5
35.0,1,170.6,71.36,18.7
21.0,1,171.1,65.5,15.2
30.0,1,179.7,79.3,13.7
26.0,1,172.7,76.1,12.2
50.0,0,167.6,61.5,25.1
27.0,1,170.9,76.9,15.4
21.0,1,169.9,70.6,14.3
56.0,1,168.1,78.9,28.5
45.0,0,163.5,51.56,21.3
23.0,1,181.8,87.3,18.2
55.0,1,170.1,59.3,15.3
28.0,1,175.8,76.9,19.0
40.0,0,164.7,41.7,18.0
60.0,1,161.1,57.5,15.7
42.0,1,173.0,75.7,20.3
30.0,1,171.5,85.1,30.2
39.0,1,167.4,89.3,26.6
39.0,1,181.8,110.1,31.4
31.0,1,169.8,72.5,20.8
25.0,1,170.8,71.4,25.7
25.0,0,166.5,53.2,26.5
61.0,1,173.0,85.6,35.8
37.0,0,160.0,57.6,22.7
52.0,0,155.4,59.6,30.5
40.0,1,173.0,72.1,14.2
63.0,0,155.7,57.8,30.3
36.0,1,172.8,84.42,21.8
27.0,1,175.8,81.1,24.0
30.0,1,173.9,74.02,18.1
41.0,0,166.6,67.5,33.1
43.0,0,148.2,50.2,20.6
26.0,1,180.1,74.1,26.1
32.0,1,173.4,80.56,23.6
23.0,1,173.0,73.9,11.7
64.0,1,169.8,58.6,13.6
42.0,1,181.1,95.2,26.9
25.0,1,172.2,69.9,20.4
34.0,0,164.5,61.2,32.9
32.0,0,163.1,60.5,30.0
24.0,1,165.7,63.0,21.6
21.0,1,180.2,90.9,31.2
64.0,0,148.9,47.4,39.8
25.0,1,173.8,72.8,25.0
25.0,1,177.2,75.4,12.6
31.0,1,186.0,68.9,8.2
35.0,0,166.8,53.3,21.3
25.0,1,171.3,70.4,22.1
27.0,0,156.4,47.3,20.9
55.0,0,171.8,95.1,39.6
24.0,1,175.3,69.6,20.5
24.0,1,164.3,58.3,22.9
23.0,0,161.9,50.6,22.0
60.0,1,161.5,59.5,19.6
26.0,1,171.3,82.8,27.8
38.0,1,171.8,94.2,34.4
22.0,0,162.5,64.1,39.5
58.0,0,163.7,65.0,31.4
38.0,1,171.1,68.3,19.8
25.0,1,175.1,71.0,15.8
27.0,1,174.4,71.8,12.5
23.0,0,166.3,68.1,33.0
28.0,1,179.5,73.3,19.6
50.0,0,162.1,59.6,32.6
55.0,1,162.0,57.4,15.7
30.0,1,172.6,102.7,28.3
35.0,1,180.0,76.7,20.1
21.0,1,173.2,65.2,18.0
56.0,0,150.1,54.4,35.3
42.0,0,157.9,48.5,19.0
29.0,0,164.1,70.5,26.1
40.0,1,173.9,74.8,21.1
22.0,1,186.6,111.8,28.9
26.0,0,156.5,45.6,19.7
24.0,0,159.3,68.9,39.1
61.0,0,157.8,55.4,34.1
21.0,1,175.0,78.5,19.5
27.0,1,171.1,78.0,25.1
23.0,1,170.3,66.1,19.2
64.0,1,167.9,69.4,26.3
50.0,0,158.1,53.0,26.4
21.0,0,164.0,58.2,28.9
29.0,1,168.1,64.3,20.2
32.0,1,178.6,86.4,25.4
23.0,0,164.7,50.5,20.9
21.0,1,176.7,68.6,12.7
24.0,1,173.9,58.4,16.5
59.0,1,163.7,61.0,17.1
43.0,1,175.7,67.3,12.1
27.0,0,159.6,43.5,19.4
21.0,0,160.6,64.88,34.4
57.0,1,161.2,69.5,26.1
22.0,0,168.9,57.68,29.0
60.0,0,161.2,61.6,37.5
49.0,0,153.8,53.8,33.3
50.0,1,162.7,59.3,18.0
26.0,1,162.6,81.1,33.1
62.0,1,153.4,56.5,29.6
51.0,0,162.0,47.0,13.2
60.0,0,156.7,57.2,29.9
24.0,1,171.6,69.0,20.5
37.0,1,167.9,70.7,24.7
22.0,1,170.0,58.2,9.4
40.0,1,182.8,97.6,27.5
63.0,1,163.1,61.5,24.9
21.0,1,178.5,81.0,27.2
22.0,1,172.0,66.8,17.5
32.0,1,175.6,79.0,20.3
26.0,0,170.8,56.1,18.4
64.0,0,144.0,55.3,37.7
64.0,1,163.7,65.8,32.6
21.0,0,159.2,58.3,32.6
32.0,0,151.6,54.0,31.1
35.0,1,166.7,71.2,21.4
25.0,1,182.5,75.2,11.2
58.0,1,172.5,74.2,30.5
50.0,0,155.2,61.2,32.7
25.0,0,161.0,58.3,32.8
39.0,0,164.0,67.0,30.2
52.0,1,165.5,67.7,19.7
21.0,1,179.4,103.3,26.1
22.0,0,166.1,61.0,20.6
37.0,1,169.7,68.4,21.0
45.0,1,166.0,57.6,15.5
48.0,0,161.5,60.6,26.3
57.0,1,171.8,75.3,29.4
30.0,1,190.6,138.1,30.3
40.0,1,166.7,64.7,25.5
40.0,0,163.1,65.6,28.6
31.0,1,172.2,73.4,20.3
22.0,1,185.4,91.5,19.4
29.0,1,174.3,77.2,21.1
25.0,0,160.0,56.2,26.6
25.0,1,176.3,68.1,26.1
60.0,1,168.7,67.9,10.5
62.0,1,169.1,70.9,22.8
36.0,1,167.9,73.6,22.5
35.0,1,188.5,87.3,16.5
24.0,1,172.2,72.7,18.4
31.0,1,183.6,80.5,24.4
34.0,0,166.7,59.1,26.9
26.0,1,183.6,91.6,24.4
24.0,0,158.6,47.7,24.1
28.0,1,170.5,71.6,21.0
26.0,1,175.3,66.3,14.7
26.0,0,155.0,46.2,28.2
31.0,1,181.1,64.2,16.0
25.0,1,173.4,67.3,19.2
22.0,0,160.1,52.7,30.7
36.0,0,154.7,52.4,22.1
27.0,0,165.6,58.0,26.2
22.0,0,169.3,58.4,23.8
40.0,1,168.8,68.8,20.3
28.0,0,158.9,56.5,32.4
34.0,1,177.7,68.1,24.3
52.0,1,167.4,65.6,21.0
28.0,1,161.9,68.32,28.9
22.0,1,172.2,78.7,25.3
43.0,0,161.5,53.0,31.5
61.0,0,154.6,50.56,27.1
29.0,1,172.5,74.9,19.9
25.0,1,175.2,58.1,18.2
47.0,0,164.9,60.7,29.3
60.0,1,166.9,62.6,21.2
40.0,1,172.0,61.8,8.0
21.0,1,168.7,70.1,26.1
57.0,1,173.3,67.1,13.1
25.0,1,175.9,65.02,14.2
23.0,1,174.4,82.4,23.9
41.0,1,180.3,79.7,20.2
22.0,1,171.4,72.0,10.2
64.0,1,172.0,72.0,21.9
30.0,1,172.9,76.2,20.2
22.0,0,162.5,53.8,23.6
27.0,1,166.3,70.7,20.9
21.0,1,180.3,86.4,30.9
41.0,1,172.8,75.2,27.6
44.0,0,159.9,49.8,27.1
63.0,0,159.4,60.9,18.9
60.0,0,154.8,55.92,28.5
51.0,1,179.7,84.4,18.0
22.0,1,183.5,71.4,17.6
29.0,0,160.5,56.4,32.0
57.0,0,164.8,52.2,20.6
28.0,0,165.7,69.3,31.7
53.0,1,171.6,61.2,15.2
21.0,1,175.1,71.4,18.4
25.0,0,176.0,76.0,35.8
24.0,1,172.5,72.5,22.1
48.0,1,175.7,91.4,21.8
44.0,1,168.3,74.6,23.0
45.0,0,160.6,59.2,35.7
30.0,1,168.3,68.0,23.4
21.0,1,180.1,76.9,17.6
23.0,0,163.7,54.5,29.5
43.0,0,158.7,65.4,28.0
40.0,0,153.8,50.8,29.9
21.0,0,161.1,65.72,34.8
27.0,0,162.9,58.7,27.2
31.0,1,169.1,68.0,21.4
63.0,0,154.0,56.3,30.3
29.0,1,177.1,77.4,15.2
38.0,0,162.6,59.6,25.7
49.0,0,159.0,61.0,34.8
25.0,1,171.3,79.6,24.2
28.0,1,182.4,88.2,14.1
44.0,0,164.3,53.9,22.0
21.0,0,169.8,54.4,24.2
58.0,1,164.3,86.0,33.6
25.0,0,165.9,50.1,17.4
24.0,1,171.2,90.6,29.9
29.0,1,176.1,81.6,18.3
34.0,0,158.5,58.9,25.1
51.0,0,155.8,66.2,35.3
21.0,0,166.1,98.7,43.0
57.0,0,159.7,52.5,29.2
38.0,0,160.7,52.7,21.2
41.0,1,168.0,61.1,22.2
64.0,0,140.5,49.6,32.1
63.0,1,160.0,70.3,33.6
